id,img_name,Scientific_name,Sex,Tag,Info1,Info2,Info3,Info4
MGCL 1163643,MGCL 1163643_8213.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163643,"Cuba / Provinz Holguin Guardalavaco 14 – 30.11,90 O. LEGIER",W. McGuire Colln Ex. EMEM colln. MGCL Accession #2008-43,,
MGCL 1163644,MGCL 1163644_8215.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163644,"CUBA: SANTIAGO de CUBA Parque Nacional Gran Piedra, 1200 m 30.vi.1994; LD & JY Miller & LR Hernandez, sta. 1994-29",Allyn Museum Acc. 1994-12,,
MGCL 1163645,MGCL 1163645_8217.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163645,"CUBA: SANTIAGO de CUBA Parque Nacional Gran Piedra, 1200 m 30.vi.1994; LD & JY Miller & LR Hernandez, sta. 1994-29",Allyn Museum Acc. 1994-12,,
MGCL 1163646,MGCL 1163646_8220.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163646,"Guantanamo, Cuba Oriente Province. Feburuary 22, 1958 Barry Wright",A. C. Allyn Acc. 1970-1,,
MGCL 1163647,MGCL 1163647_8222.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163647,"CUBA: GUANTANAMO 2km W Yateritas sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163648,MGCL 1163648_8224.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163648,"CUBA: GUANTANAMO: Maisi Mpio. Maisi, 20 m; 27vi.1994 LD& JY Miller & LR Hernandez sta. 1994-22",Allyn Museum Acc. 1994-12,,
MGCL 1163649,MGCL 1163649_8226.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163649,"CUBA: GRANMA Las Guasimas rd., 400-500m 6.xi.1994; L D& J Y Miller & L R Hernandez sta. 1994-48",SA. MAESTRA EX. Allyn Museum Acc. 1994-16,,
MGCL 1163650,MGCL 1163650_8228.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163650,"CUBA: GRANMA Los Nemes, Mpio. Buey Arriba 400m; 3.xi.1994; L D& J Y Miller & L R Hernandez sta. 1994-44",SA. MAESTRA EX. Allyn Museum Acc. 1994-16,,
MGCL 1163651,MGCL 1163651_8230.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163651,"CUBA: GRANMA El Banco, Mpio. Buey Arriba 1000m, Turquino massif; 2,xi,1994; L D& J Y Miller & L R Hernandez sta. 1994-43",EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163652,MGCL 1163652_8232.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163652,"CUBA: GRANMA El Banco, Mpio. Buey Arriba 1000m, Turquino massif 2,xi,1994; L D& J Y Miller & L R Hernandez sta. 1994-43",EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163653,MGCL 1163653_8234.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163653,"CUBA: GRANMA Yeo, Mpio, Buey Arriba, 40m 6.xi.1994; L D & J Y Miller & L R Hernandez, sta. 1994-49",SA. MAESTRA EX. Allyn Museum Acc. 1994-16,,
MGCL 1163654,MGCL 1163654_8236.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163654,"CUBA: GUANTANAMO: Maisi Mpio. Maisi, 20 m; 27vi.1994 LD& JY Miller & LR Hernandez sta. 1994-22",Allyn Museum Acc. 1994-12,,
MGCL 1163655,MGCL 1163655_8238.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163655,"CUBA: GUANTANAMO 2km W Yateritas sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163656,MGCL 1163656_8240.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163656,"CUBA: GUANTANAMO 2km W Yateritas sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163657,MGCL 1163657_8242.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163657,"CUBA: GUANTANAMO 2km W Yateritas sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163658,MGCL 1163658_8244.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163658,"CUBA: GUANTANAMO 2km W Yateritas sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163659,MGCL 1163659_8246.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163659,"CUBA: GUANTANAMO 2km W Yateritas sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163660,MGCL 1163660_8248.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163660,"CUBA: GRANMA Frio de Nagua, Rio Nagua 180 m; Turquino massif Turquino massif; 1.xi.1994 L D & J Y Miller and L R Hernandez, sta. 1994-40",EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163661,MGCL 1163661_8250.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163661,"CUBA: GRANMA Rancho Claro, Rio Nague 210 m; Turquino massif 31.x.1994; L D & J Y Miller & L R Hernandez, sta. 1994-38",EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163662,MGCL 1163662_8252.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163662,"CUBA: GRANMA 1.5 km N Pico Naranjo, 1000 m; Turquino massif; 29.x.1994 L D & J Y Miller and L R Hernandez, sta. 1994-31",SA. MAESTRA EX. Allyn Museum Acc. 1994-16,,
MGCL 1163665,MGCL 1163665_8260.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163665,"Cuba, Soledad 10 ki. from cienfuegas ix.1942 D.W. JENKINS",D. & J. Jenkins colln. Allyn Museum Acc. 1993-15,,
MGCL 1163666,MGCL 1163666_8262.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163666,"Cuba, Soledad 10 ki. from cienfuegas ix.1942 D.W. JENKINS",D. & J. Jenkins colln. Allyn Museum Acc. 1993-15,,
MGCL 1163667,MGCL 1163667_8264.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163667,"CUBA: GRANMA Frio de Nagua, Rio Nagua 180 m; Turquino massif Turquino massif; 1.xi.1994 L D & J Y Miller and L R Hernandez, sta. 1994-40",EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163668,MGCL 1163668_8266.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163668,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1100-1200 m cloud forest; 9.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez, sta. 1995-12",Allyn Museum Acc. 1995-14,,
MGCL 1163669,MGCL 1163669_8268.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163669,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1100-1200 m cloud forest; 9.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez, sta. 1995-12",Allyn Museum Acc. 1995-14,,
MGCL 1163670,MGCL 1163670_8270.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163670,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1100-1200 m cloud forest; 9.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez, sta. 1995-12",Allyn Museum Acc. 1995-14,,
MGCL 1163671,MGCL 1163671_8272.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163671,"CUBA: GRANMA Los Horneros , Mpio. Guisa; 800 m 6.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-6",Allyn Museum Acc. 1995-14,,
MGCL 1163672,MGCL 1163672_8274.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163672,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1100-1200 m cloud forest; 9.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez, sta. 1995-12",Allyn Museum Acc. 1995-14,,
MGCL 1163673,MGCL 1163673_8276.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163673,CUBA: GRANMA Batella de Santo Domingo 350 m; 30.x.1994; L D & J Y Miller and L R Hernandez sta. 1994-36,EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163674,MGCL 1163674_8278.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163674,"CUBA: GRANMA Arroyo Largo, nr. Frio de Nagua 200m; 5.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-5",Allyn Museum Acc. 1995-14,,
MGCL 1163675,MGCL 1163675_8280.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163675,leg. G. Müller Varadero N-Cuba M-##### 6.1.1988,W. McGuire Colln Ex. EMEM colln. MGCL Accession #2008-43,,
MGCL 1163677,MGCL 1163677_8283.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163677,Cuba Neo. Phoebis eubule sennae ♀,H C Miller colln MGCL Acc. 2004-4,,
MGCL 1163678,MGCL 1163678_8256.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163678,"CUBA: GRANMA Rancho Claro, Rio Nague 210 m; Turquino massif 31.x.1994; L D & J Y Miller & L R Hernandez, sta. 1994-38",EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163679,MGCL 1163679_8258.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163679,"CUBA: SANTIAGO de CUBA Santa Maria dos Palmas, 200 m 8.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez, sta. 1995-11",Allyn Museum Acc. 1995-14,,
MGCL 1163680,MGCL 1163680_8285.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163680,Cuba Neo. Phoebis eubule sennae ♀,H C Miller colln MGCL Acc. 2004-4,,
MGCL 1163681,MGCL 1163681_8287.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163681,"CUBA: GRANMA Rancho Claro, Rio Nague 210 m; Turquino massif 31.x.1994; L D & J Y Miller & L R Hernandez, sta. 1994-38",EX.SA. MAESTRA Allyn Museum Acc. 1994-16,,
MGCL 1163682,MGCL 1163682_8289.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163682,"CUBA Wajay, Habana 11.ix.1959 Jae colln.",A. C. Allyn Acc. 1969-20,,
MGCL 1163683,MGCL 1163683_8291.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163683,"Guantanamo, Cuba Oriente Province. February 19 , 1958 Barry Wright",A. C. Allyn Acc. 1970-1,,
MGCL 1163684,MGCL 1163684_8293.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163684,"CUBA Wajay, Habana 11.ix.1959 Jae colln.",A. C. Allyn Acc. 1969-20,,
MGCL 1163685,MGCL 1163685_8295.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163685,"CUBA: BARACOA: Minas Amores sea level; 28.vi.1994; LD & JY Miller & LR Hernandez, sta. 1994-23",Allyn Museum Acc. 1994-12,,
MGCL 1163686,MGCL 1163686_8297.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163686,"CUBA: GUANTANAMO 2 km W Yateritas, sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163687,MGCL 1163687_8299.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163687,"CUBA: GRANMA Los Nemes, Mpio. Buey Arriba 400 m; 3.xi.1994; L D & J Y Miller & L R Hernandez sta. 1994-44",SA. MAESTRA EX. Allyn Museum Acc. 1994-16,,
MGCL 1163688,MGCL 1163688_8301.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163688,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1,200 m 30.vi.1994; LD & JY Miller & LR Hernandez, sta. 1994-29",Allyn Museum Acc. 1994-12,,
MGCL 1163689,MGCL 1163689_8303.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163689,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1100-1200 m cloud forest; 9.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-12",Allyn Museum Acc. 1995-14,,
MGCL 1163690,MGCL 1163690_8305.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163690,"CUBA: SANTIAGO de CUBA Santa Maria dos Palmas, 200 m 8.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez, sta. 1995-11",Allyn Museum Acc. 1995-14,,
MGCL 1163691,MGCL 1163691_8307.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163691,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1100-1200 m cloud forest; 9.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-12",Allyn Museum Acc. 1995-14,,
MGCL 1163692,MGCL 1163692_8311.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163692,"CUBA: PINAR del RIO voc. Soroa Orchid Gardena, 200-240 m 15.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-22",Allyn Museum Acc. 1995-14,,
MGCL 1163693,MGCL 1163693_8313.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163693,"CUBA: GRANMA El Naranjo, Pico Turquino Natl. Pk. 900 m; 5.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez, sta. 1995-4",Allyn Museum Acc. 1995-14,,
MGCL 1163694,MGCL 1163694_8315.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163694,"CUBA: SANTIAGO de CUBA Parque Nac. Gran Piedra, 1100-1200 m cloud forest; 9.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-12",Allyn Museum Acc. 1995-14,,
MGCL 1163695,MGCL 1163695_8317.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163695,"CUBA: PINAR del RIO voc. Soroa Orchid Gardena, 200-240 m 15.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-22",Allyn Museum Acc. 1995-14,,
MGCL 1163696,MGCL 1163696_8319.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163696,"CUBA: GUANTANAMO Jauco, Mpio. Maisi, 60-110 m 26.vi.1994; LD & JY Miller & LR Hernandez, sta. 1994-17",Allyn Museum Acc. 1994-12,,
MGCL 1163697,MGCL 1163697_8321.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163697,"CUBA: GRANMA Arroyo Largo, nr. Frio de Nagua 200m; 5.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-5",Allyn Museum Acc. 1995-14,,
MGCL 1163698,MGCL 1163698_8323.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163698,"CUBA: GRANMA Los Horneros, Mpio. Guisa; 800 m 6.vii.1995; LD & JY Miller, MJ Simon & LR Hernandez sta. 1995-6",Allyn Museum Acc. 1995-14,,
MGCL 1163699,MGCL 1163699_8325.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163699,"CUBA: GUANTANAMO 2 km W Yateritas, sea level; 29.vi. 1994; LD & JY Miller & LR Hernandez, sta. 1994-28",Allyn Museum Acc. 1994-12,,
MGCL 1163700,MGCL 1163700_8327.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163700,"Callidryas Eubule Maib####, Cuba",W. McGuire Colln Ex. EMEM colln. MGCL Accession #2008-43,,
MGCL 1163701,MGCL 1163701_8329.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163701,leg. G. Müller Varadero N-Cuba M-Amarika 6.1.1988,W. McGuire Colln Ex. EMEM colln. MGCL Accession #2008-43,,
MGCL 1163702,MGCL 1163702_8331.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163702,191. P.R. s. sennae ♀,Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163703,MGCL 1163703_8333.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163702,SAN JUAN PUERTO RICO NOV 72 Collection of Bryant Mather,FSCA Florida State Collection of Arthropods,,
MGCL 1163704,MGCL 1163704_8335.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163704,"Near Guayama Puerto Rico May 23, 1970 Malcom G. Douglas",J. D. Turner ex Malcolm Douglas colln. MGCL Accession # 2009-26,,
MGCL 1163705,MGCL 1163705_8337.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163705,191. P.R. s. sennae ♀,Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163706,MGCL 1163706_8339.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163706,"Guajataca, Puerto Rico RD. 113; 1 mile to Isabela September 4, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163707,MGCL 1163707_8341.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163707,"RD 194; 1 mile N of Fajardo, Puerto Rico September 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163708,MGCL 1163708_8343.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163708,"Rt. 149; 6.3 miles S. of Manati, Puerto Rico; Sept. 9, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163709,MGCL 1163709_8345.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163709,"Playa de Humacao, Puerto Rico; 9/7/64 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163710,MGCL 1163710_8347.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163710,"Las Croabas, Puerto Rico; Sept 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163711,MGCL 1163711_8349.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163711,191. P.R. s. sennae ♀,Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163712,MGCL 1163712_8351.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163712,"Playa de Humacao, Puerto Rico; 9/7/64 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163713,MGCL 1163713_8353.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163713,"PUERTO RICO foot of El Yunque, rt. 988 0.5 mi. S rt. 191; 250 m Carib. Nat. Forest 25.iii.1988 LD & JY Miller sta. 1988-15",Allyn Museum Acc. 1988-7,,
MGCL 1163714,MGCL 1163714_8355.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163714,PUERTO RICO 3.3 mi. N Rio Grande 2.l. beach 25.iii.1988 LD & JY Miller sta. 1988-17,Allyn Museum Acc. 1988-7,,
MGCL 1163715,MGCL 1163715_8357.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163715,"PUERTO RICO Res. For. Susua, E of Sabana Grande, 700' 21.viii.1988; SJ Ramos, LD and JY Miller sta. 1988-31",Allyn Museum Acc. 1988-15,,
MGCL 1163716,MGCL 1163716_8359.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163716,PUERTO RICO 4.8 mi. W Yabacoa ca. 500 m 19.iii.1988 LD & JY Miller sta. 1988-5,Allyn Museum Acc. 1988-7,,
MGCL 1163717,MGCL 1163717_8361.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163717,"Las Croabas, Puerto Rico; Sept 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163718,MGCL 1163718_8363.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163718,"PUERTO RICO Res. For. Guanica, 150' 21.viii.1988; SJ Ramos, LD and JY Miller sta. 1988-32",Allyn Museum Acc. 1988-15,,
MGCL 1163719,MGCL 1163719_8365.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163719,"Rio Lapa, Puerto Rico Rt. 1; KM POST 82.2 September 8, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163720,MGCL 1163720_8367.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163720,"PUERTO RICO, El Verde Experimental Station 7 December 1972",D. & J. Jenkins colln. Allyn Museum 1993-15,,
MGCL 1163721,MGCL 1163721_8369.JPG,Phoebis sennae sennae,♀,UF FLMNH MGCL 1163721,"PUERTO RICO, Cabo Rojo Cabo Rojo, June 19, 1960 D. L. Bauer",JD Turner coll. Ex. D. Bauer colln. MGCL Accession # 2010-29,,
MGCL 1163722,MGCL 1163722_8371.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163722,Maraguez P.R. 7/20/65 Phoebis Senna eubule COLLECTED BY JOHN J. BOWE,FSCA Florida State Collection of Arthropods,,
MGCL 1163723,MGCL 1163723_8373.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163723,199. P.R. s. sennae ♂,Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163724,MGCL 1163724_8377.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163724,"PUERTO RICO, El Verde Experimental Station 7 December 1972",D. & J. Jenkins colln. Allyn Museum 1993-15,,
MGCL 1163725,MGCL 1163725_8379.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163725,"Las Piñas, Puerto Rico N.E. of Juncos; 9/8/64 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163726,MGCL 1163726_8381.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163726,"Las Croabas, Puerto Rico; Sept. 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163727,MGCL 1163727_8383.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163727,"RD 194; 1 mile N of Fajardo, Puerto Rico September 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163728,MGCL 1163728_8385.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163728,"RD 194; 1 mile N of Fajardo, Puerto Rico September 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163729,MGCL 1163729_8387.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163729,"Las Croabas, Puerto Rico; Sept. 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163730,MGCL 1163730_8389.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163730,"Las Croabas, Puerto Rico; Sept. 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163732,MGCL 1163732_8392.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163732,"Hato Puerco, Puerto Rico RD. 186, N. of Las Piñas September 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163733,MGCL 1163733_8394.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163733,"PUERTO RICO rt. 966, 2 mi. W rt. 191 Carib. Natl. For., 1000' 18.viii.1988; SJ Ramos LD and JY Miller sta. 1988-20",Allyn Museum Acc. 1988-15,,
MGCL 1163734,MGCL 1163734_8396.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163734,"PUERTO RICO Res. For. Maricao, 2450-2500'; 23.viii.1988 SJ Ramos, LD & JY Miller sta. 1988-34",Allyn Museum Acc. 1988-15,,
MGCL 1163735,MGCL 1163735_8398.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163735,PUERTO RICO 1 mi. NW Pueblito 300+ m elev. 24.iii.1988 LD & JY Miller sta. 1988-14,Allyn Museum Acc. 1988-7,,
MGCL 1163736,MGCL 1163736_8400.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163736,"Rt. 149; 6.3 miles S. of Manati, Puerto Rico; Sept. 9, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163737,MGCL 1163737_8402.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163737,"Guajataca, Puerto Rico RD. 113; 1 mile to Isabela September 4, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163738,MGCL 1163738_8404.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163738,"PUERTO RICO rt. 966, 1 mi. W rt. 191 Carib. Natl. For., 1080' 18.viii.1988; SJ Ramos, LD and JY Miller sta. 1988-19",Allyn Museum Acc. 1988-15,,
MGCL 1163739,MGCL 1163739_8406.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163739,"PUERTO RICO Baños de Coamo 40 m, arid wash 21.iii.1988 LD & JY Miller sta. 1988.9",Allyn Museum Acc. 1988-7,,
MGCL 1163740,MGCL 1163740_8408.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163740,"PUERTO RICO Res. For. Susua, E of Sabana Grande, 700' 21.viii.1988; SJ Ramos, LD and JY Miller sta. 1988-31",Allyn Museum Acc. 1988-15,,
MGCL 1163741,MGCL 1163741_8410.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163741,"Guajataca, Puerto Rico RD. 113; 1 mile to Isabela September 4, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163742,MGCL 1163742_8412.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163742,"Las Croabas, Puerto Rico; Sept. 7, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163743,MGCL 1163743_8414.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163743,"Rt. 149; 6.3 miles S. of Manati, Puerto Rico; Sept 9, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163744,MGCL 1163744_8416.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163744,"Playa de Humacao, Puerto Rico; 9/7/64 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163746,MGCL 1163746_8419.JPG,Phoebis sennae sennae,♂,UF FLMNH MGCL 1163746,"Guajataca, Puerto Rico RD. 113; 1 mile to Isabela September 4, 1964 William J. Reinthal",Reinthal colln. Allyn Museum Acc. 1984-4,,
MGCL 1163750,MGCL 1163750_8424.JPG,,,,,,,
MGCL 1163751,MGCL 1163751_8426.JPG,,,,,,,
MGCL 1163752,MGCL 1163752_8428.JPG,,,,,,,
MGCL 1163754,MGCL 1163754_8431.JPG,,,,,,,
MGCL 1163755,MGCL 1163755_8433.JPG,,,,,,,
MGCL 1163756,MGCL 1163756_8435.JPG,,,,,,,
MGCL 1163757,MGCL 1163757_8437.JPG,,,,,,,
MGCL 1163758,MGCL 1163758_8439.JPG,,,,,,,
MGCL 1163759,MGCL 1163759_8441.JPG,,,,,,,
MGCL 1163760,MGCL 1163760_8443.JPG,,,,,,,
MGCL 1163762,MGCL 1163762_8446.JPG,,,,,,,
MGCL 1163763,MGCL 1163763_8448.JPG,,,,,,,
MGCL 1163764,MGCL 1163764_8450.JPG,,,,,,,
MGCL 1163765,MGCL 1163765_8452.JPG,,,,,,,
MGCL 1163766,MGCL 1163766_8454.JPG,,,,,,,
MGCL 1163767,MGCL 1163767_8456.JPG,,,,,,,
